,USPS,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
1098,KY,Scott County,38.28571,-84.57834,58252
1099,KY,Shelby County,38.239011,-85.228247,48461
1100,KY,Simpson County,36.740937,-86.581793,19718
1101,KY,Spencer County,38.025411,-85.317174,19916
1102,KY,Taylor County,37.36621,-85.328059,26235
1103,KY,Todd County,36.840338,-87.183642,12285
1104,KY,Trigg County,36.807681,-87.858652,14192
1105,KY,Trimble County,38.62004,-85.351208,8530
1106,KY,Union County,37.658029,-87.95165,13544
1107,KY,Warren County,36.995634,-86.423579,137212
1108,KY,Washington County,37.754209,-85.175416,12072
1109,KY,Wayne County,36.800772,-84.82659,19540
1110,KY,Webster County,37.51946,-87.68479,12813
1111,KY,Whitley County,36.758024,-84.144648,36939
1112,KY,Wolfe County,37.743893,-83.49511,6507
1113,KY,Woodford County,38.043103,-84.748855,27075
1114,LA,Acadia Parish,30.291497,-92.411037,57288
1115,LA,Allen Parish,30.652744,-92.819605,22687
1116,LA,Ascension Parish,30.206444,-90.912502,128369
1117,LA,Assumption Parish,29.9033,-91.065219,20689
1118,LA,Avoyelles Parish,31.088503,-91.983275,39236
1119,LA,Beauregard Parish,30.645018,-93.340253,36584
1120,LA,Bienville Parish,32.340952,-93.041151,12776
1121,LA,Bossier Parish,32.698481,-93.626561,129144
1122,LA,Caddo Parish,32.580106,-93.88497,233092
1123,LA,Calcasieu Parish,30.229559,-93.358015,205282
1124,LA,Caldwell Parish,32.101219,-92.114231,9571
1125,LA,Cameron Parish,29.871812,-93.164948,5080
1126,LA,Catahoula Parish,31.666517,-91.846703,8805
1127,LA,Claiborne Parish,32.82716,-92.989728,14038
1128,LA,Concordia Parish,31.469805,-91.626315,18376
1129,LA,De Soto Parish,32.059248,-93.740797,26919
1130,LA,East Baton Rouge Parish,30.54393,-91.093131,453301
1131,LA,East Carroll Parish,32.73017,-91.234141,7220
1132,LA,East Feliciana Parish,30.839784,-91.043434,19338
1133,LA,Evangeline Parish,30.720693,-92.404086,32215
1134,LA,Franklin Parish,32.139076,-91.672371,19668
1135,LA,Grant Parish,31.597787,-92.561716,22236
1136,LA,Iberia Parish,29.606013,-91.842706,68975
1137,LA,Iberville Parish,30.270653,-91.365872,29824
1138,LA,Jackson Parish,32.30429,-92.5617,14876
1139,LA,Jefferson Parish,29.5033,-90.036231,433688
1140,LA,Jefferson Davis Parish,30.269529,-92.816221,32345
1141,LA,Lafayette Parish,30.206507,-92.06417,244205
1142,LA,Lafourche Parish,29.491992,-90.394849,97504
1143,LA,LaSalle Parish,31.680083,-92.161596,14834
1144,LA,Lincoln Parish,32.601823,-92.662303,48152
1145,LA,Livingston Parish,30.440419,-90.727474,145830
1146,LA,Madison Parish,32.346878,-91.231932,9799
1147,LA,Morehouse Parish,32.820008,-91.800399,25025
1148,LA,Natchitoches Parish,31.732509,-93.082546,37026
1149,LA,Orleans Parish,30.05342,-89.934502,376971
1150,LA,Ouachita Parish,32.480932,-92.151581,158768
1151,LA,Plaquemines Parish,29.282447,-89.576068,23303
1152,LA,Pointe Coupee Parish,30.708319,-91.604621,20356
1153,LA,Rapides Parish,31.193204,-92.535953,128654
1154,LA,Red River Parish,32.101213,-93.34905,7564
1155,LA,Richland Parish,32.413158,-91.748353,19805
1156,LA,Sabine Parish,31.560402,-93.559579,22135
1157,LA,St. Bernard Parish,29.91811,-89.263494,44258
1158,LA,St. Charles Parish,29.905722,-90.357855,52282
1159,LA,St. Helena Parish,30.822539,-90.708307,10912
1160,LA,St. James Parish,30.024777,-90.793956,19742
1161,LA,St. John the Baptist Parish,30.144068,-90.49096,42094
1162,LA,St. Landry Parish,30.583441,-91.989274,82071
1163,LA,St. Martin Parish,30.121433,-91.611481,51540
1164,LA,St. Mary Parish,29.629349,-91.463804,48232
1165,LA,St. Tammany Parish,30.410022,-89.951962,269388
1166,LA,Tangipahoa Parish,30.621348,-90.40649,135217
1167,LA,Tensas Parish,32.001489,-91.342576,4043
1168,LA,Terrebonne Parish,29.33413,-90.843674,108708
1169,LA,Union Parish,32.829349,-92.37565,21091
1170,LA,Vermilion Parish,29.789722,-92.291568,57204
1171,LA,Vernon Parish,31.102841,-93.18833,48027
1172,LA,Washington Parish,30.852144,-90.046253,45133
1173,LA,Webster Parish,32.732152,-93.339825,36184
1174,LA,West Baton Rouge Parish,30.464052,-91.309808,27792
1175,LA,West Carroll Parish,32.79248,-91.451998,9594
1176,LA,West Feliciana Parish,30.873364,-91.421776,15494
1177,LA,Winn Parish,31.941187,-92.641269,13488
1178,ME,Androscoggin County,44.167681,-70.207435,111034
1179,ME,Aroostook County,46.709193,-68.612409,66859
1180,ME,Cumberland County,43.808348,-70.330375,305231
1181,ME,Franklin County,44.976724,-70.414935,29687
1182,ME,Hancock County,44.564906,-68.370703,56192
1183,ME,Kennebec County,44.417012,-69.765764,124486
1184,ME,Knox County,44.042045,-69.038514,41084
1185,ME,Lincoln County,43.994781,-69.513624,35828
1186,ME,Oxford County,44.4945,-70.734421,58629
1187,ME,Penobscot County,45.409284,-68.666616,152765
1188,ME,Piscataquis County,45.915639,-69.102231,17165
1189,ME,Sagadahoc County,43.916845,-69.844227,37071
1190,ME,Somerset County,45.503646,-69.95611,50592
1191,ME,Waldo County,44.505822,-69.138961,39912
1192,ME,Washington County,44.967009,-67.609354,31121
1193,ME,York County,43.426019,-70.668425,214591
1194,MD,Allegany County,39.612313,-78.703104,67729
1195,MD,Anne Arundel County,38.991617,-76.560894,590336
1196,MD,Baltimore County,39.443167,-76.616569,849316
1197,MD,Calvert County,38.522719,-76.529762,93928
1198,MD,Caroline County,38.871531,-75.831662,33386
1199,MD,Carroll County,39.563328,-77.01533,173873
1200,MD,Cecil County,39.562354,-75.941585,103905
1201,MD,Charles County,38.472853,-77.015427,168698
1202,MD,Dorchester County,38.429196,-76.047433,32489
1203,MD,Frederick County,39.470177,-77.397636,279835
1204,MD,Garrett County,39.547299,-79.274619,28702
1205,MD,Harford County,39.537429,-76.299789,262977
1206,MD,Howard County,39.252264,-76.924406,334529
1207,MD,Kent County,39.241279,-76.125987,19270
1208,MD,Montgomery County,39.137381,-77.203063,1054827
1209,MD,Prince George's County,38.829278,-76.848188,955306
1210,MD,Queen Anne's County,39.040693,-76.082405,50798
1211,MD,St. Mary's County,38.223077,-76.534487,114468
1212,MD,Somerset County,38.07445,-75.853323,24584
1213,MD,Talbot County,38.748349,-76.178476,37626
1214,MD,Washington County,39.603621,-77.814671,154937
1215,MD,Wicomico County,38.36737,-75.632083,103980
1216,MD,Worcester County,38.222133,-75.309931,53132
1217,MD,Baltimore city,39.300032,-76.610476,576498
1218,MA,Barnstable County,41.706123,-70.164823,232411
1219,MA,Berkshire County,42.371493,-73.217928,128657
1220,MA,Bristol County,41.748588,-71.088894,580164
1221,MA,Dukes County,41.38097,-70.701499,21097
1222,MA,Essex County,42.642708,-70.864909,807074
1223,MA,Franklin County,42.584504,-72.591792,71015
1224,MA,Hampden County,42.136198,-72.635648,462718
1225,MA,Hampshire County,42.339459,-72.663694,161572
1226,MA,Middlesex County,42.481718,-71.394916,1614742
1227,MA,Nantucket County,41.293392,-70.102164,14491
1228,MA,Norfolk County,42.171738,-71.18111,724505
1229,MA,Plymouth County,41.987196,-70.741942,533003
1230,MA,Suffolk County,42.338551,-71.018253,771245
1231,MA,Worcester County,42.311693,-71.940282,862029
1232,MI,Alcona County,44.657509,-83.29458,10235
1233,MI,Alger County,46.521736,-86.657119,8821
1234,MI,Allegan County,42.421251,-86.261403,120950
1235,MI,Alpena County,44.894954,-83.426574,28893
1236,MI,Antrim County,45.005455,-85.175639,23813
1237,MI,Arenac County,44.036833,-83.740675,14975
1238,MI,Baraga County,46.695859,-88.36181,8215
1239,MI,Barry County,42.582811,-85.31455,62992
1240,MI,Bay County,43.699711,-83.978701,102985
1241,MI,Benzie County,44.636844,-86.231999,18223
1242,MI,Berrien County,41.791382,-86.742543,153101
1243,MI,Branch County,41.918455,-85.066885,44985
1244,MI,Calhoun County,42.24299,-85.012385,133819
1245,MI,Cass County,41.917243,-86.000142,51483
1246,MI,Charlevoix County,45.618554,-85.543684,26086
1247,MI,Cheboygan County,45.476022,-84.495431,25752
1248,MI,Chippewa County,46.321819,-84.52063,36816
1249,MI,Clare County,43.991137,-84.838325,31065
1250,MI,Clinton County,42.950455,-84.591695,79426
1251,MI,Crawford County,44.680175,-84.611343,13204
1252,MI,Delta County,45.805229,-86.901938,36826
1253,MI,Dickinson County,46.012833,-87.866139,25787
1254,MI,Eaton County,42.58953,-84.84645,108944
1255,MI,Emmet County,45.590094,-84.986822,34225
1256,MI,Genesee County,43.021077,-83.706372,404208
1257,MI,Gladwin County,43.98975,-84.389816,25485
1258,MI,Gogebic County,46.488054,-89.788314,14361
1259,MI,Grand Traverse County,44.718688,-85.553848,95860
1260,MI,Gratiot County,43.292326,-84.60469,41544
1261,MI,Hillsdale County,41.927461,-84.637479,45546
1262,MI,Houghton County,46.998427,-88.651903,37313
1263,MI,Huron County,43.907616,-82.857045,31252
1264,MI,Ingham County,42.603534,-84.373811,284034
1265,MI,Ionia County,42.94465,-85.073766,67197
1266,MI,Iosco County,44.386912,-83.380141,25369
1267,MI,Iron County,46.170254,-88.540526,11635
1268,MI,Isabella County,43.645233,-84.839424,64813
1269,MI,Jackson County,42.248474,-84.420868,160050
1270,MI,Kalamazoo County,42.246266,-85.532854,261108
1271,MI,Kalkaska County,44.678881,-85.088992,17979
1272,MI,Kent County,43.032497,-85.547446,658046
1273,MI,Keweenaw County,47.367297,-88.351332,2107
1274,MI,Lake County,43.995187,-85.8114,12308
1275,MI,Lapeer County,43.088633,-83.224325,88513
1276,MI,Leelanau County,45.146182,-86.051574,22623
1277,MI,Lenawee County,41.896022,-84.074356,98956
1278,MI,Livingston County,42.602532,-83.911718,195014
1279,MI,Luce County,46.510988,-85.517552,5309
1280,MI,Mackinac County,46.167868,-85.303762,10906
1281,MI,Macomb County,42.671553,-82.911456,876792
1282,MI,Manistee County,44.245268,-86.327537,25350
1283,MI,Marquette County,46.656596,-87.584028,66103
1284,MI,Mason County,43.957196,-86.442937,29383
1285,MI,Mecosta County,43.635295,-85.332751,40031
1286,MI,Menominee County,45.535568,-87.501457,23299
1287,MI,Midland County,43.648203,-84.379414,83457
1288,MI,Missaukee County,44.325424,-85.085471,15130
1289,MI,Monroe County,41.916097,-83.487106,155274
1290,MI,Montcalm County,43.312782,-85.149468,67220
1291,MI,Montmorency County,45.024134,-84.130107,9297
1292,MI,Muskegon County,43.428739,-86.420908,176511
1293,MI,Newaygo County,43.562712,-85.791372,50296
1294,MI,Oakland County,42.660452,-83.38421,1270017
1295,MI,Oceana County,43.603954,-86.467177,26815
1296,MI,Ogemaw County,44.33328,-84.128073,20726
1297,MI,Ontonagon County,46.835325,-89.276912,5868
1298,MI,Osceola County,43.997552,-85.322283,23105
1299,MI,Oscoda County,44.687257,-84.126905,8311
1300,MI,Otsego County,45.021787,-84.576603,25289
1301,MI,Ottawa County,43.054969,-86.219349,299157
1302,MI,Presque Isle County,45.252397,-83.432283,13093
1303,MI,Roscommon County,44.339517,-84.611271,23633
1304,MI,Saginaw County,43.328267,-84.05541,189591
1305,MI,St. Clair County,42.928803,-82.668913,160053
1306,MI,St. Joseph County,41.911488,-85.52287,60758
1307,MI,Sanilac County,43.449155,-82.642815,40506
1308,MI,Schoolcraft County,46.021122,-86.197029,8030
1309,MI,Shiawassee County,42.951545,-84.146352,67877
1310,MI,Tuscola County,43.487902,-83.436618,52917
1311,MI,Van Buren County,42.28215,-86.306076,75658
1312,MI,Washtenaw County,42.252217,-83.843423,369390
1313,MI,Wayne County,42.284664,-83.261953,1774816
1314,MI,Wexford County,44.331375,-85.570046,33901
1315,MN,Aitkin County,46.602446,-93.41976,15887
1316,MN,Anoka County,45.27411,-93.242723,367018
1317,MN,Becker County,46.937629,-95.741757,35219
1318,MN,Beltrami County,47.879508,-95.00505,46380
1319,MN,Benton County,45.701225,-94.00144,41459
1320,MN,Big Stone County,45.419925,-96.402226,5145
1321,MN,Blue Earth County,44.03371,-94.064012,69280
1322,MN,Brown County,44.246541,-94.733647,25819
1323,MN,Carlton County,46.603818,-92.671044,36409
1324,MN,Carver County,44.82132,-93.800091,108626
1325,MN,Cass County,46.951745,-94.333705,30639
1326,MN,Chippewa County,45.028625,-95.564108,12357
1327,MN,Chisago County,45.505444,-92.903849,57469
1328,MN,Clay County,46.898377,-96.494901,65574
1329,MN,Clearwater County,47.575873,-95.371117,8576
1330,MN,Cook County,47.758556,-90.344319,5617
1331,MN,Cottonwood County,44.010639,-95.183152,11569
1332,MN,Crow Wing County,46.491653,-94.070718,67270
1333,MN,Dakota County,44.670893,-93.062481,442038
1334,MN,Dodge County,44.020706,-92.869353,20935
1335,MN,Douglas County,45.936835,-95.462155,39238
1336,MN,Faribault County,43.676522,-93.947234,13909
1337,MN,Fillmore County,43.679187,-92.093937,21271
1338,MN,Freeborn County,43.674202,-93.350289,30749
1339,MN,Goodhue County,44.406178,-92.716,47968
1340,MN,Grant County,45.930743,-96.010699,6153
1341,MN,Hennepin County,45.006121,-93.475228,1267416
1342,MN,Houston County,43.66699,-91.501556,18778
1343,MN,Hubbard County,47.095551,-94.91329,21715
1344,MN,Isanti County,45.562431,-93.296339,41906
1345,MN,Itasca County,47.490817,-93.611102,45070
1346,MN,Jackson County,43.671111,-95.149731,9990
1347,MN,Kanabec County,45.94776,-93.297788,16159
1348,MN,Kandiyohi County,45.152714,-95.004981,43767
1349,MN,Kittson County,48.77604,-96.780349,4146
1350,MN,Koochiching County,48.245374,-93.782896,11941
1351,MN,Lac qui Parle County,44.999856,-96.176836,6684
1352,MN,Lake County,47.517111,-91.411704,10986
1353,MN,Lake of the Woods County,48.7681,-94.904633,3823
1354,MN,Le Sueur County,44.373424,-93.730143,28841
1355,MN,Lincoln County,44.408238,-96.272032,5567
1356,MN,Lyon County,44.409195,-95.847268,25231
1357,MN,McLeod County,44.821657,-94.272323,36735
1358,MN,Mahnomen County,47.328387,-95.811089,5414
1359,MN,Marshall County,48.362728,-96.357761,8988
1360,MN,Martin County,43.677173,-94.547096,19915
1361,MN,Meeker County,45.123155,-94.527346,23376
1362,MN,Mille Lacs County,45.929043,-93.632996,26867
1363,MN,Morrison County,46.020484,-94.266619,33992
1364,MN,Mower County,43.666249,-92.759514,40158
1365,MN,Murray County,44.015594,-95.761581,8144
1366,MN,Nicollet County,44.35882,-94.245684,34332
1367,MN,Nobles County,43.677686,-95.763132,21991
1368,MN,Norman County,47.329453,-96.463776,6416
1369,MN,Olmsted County,43.999499,-92.410098,163436
1370,MN,Otter Tail County,46.405727,-95.714581,60046
1371,MN,Pennington County,48.069247,-96.037725,13780
1372,MN,Pine County,46.10094,-92.763094,29302
1373,MN,Pipestone County,44.015361,-96.257015,9313
1374,MN,Polk County,47.774254,-96.400027,30757
1375,MN,Pope County,45.589623,-95.446705,11403
1376,MN,Ramsey County,45.015204,-93.099965,543257
1377,MN,Red Lake County,47.865487,-96.08718,3933
1378,MN,Redwood County,44.403536,-95.254241,15366
1379,MN,Renville County,44.723697,-94.955617,14608
1380,MN,Rice County,44.350775,-93.298513,67262
1381,MN,Rock County,43.669587,-96.263238,9680
1382,MN,Roseau County,48.761068,-95.821504,15258
1383,MN,St. Louis County,47.578635,-92.514593,199182
1384,MN,Scott County,44.651805,-93.533731,153268
1385,MN,Sherburne County,45.453176,-93.76913,99074
1386,MN,Sibley County,44.575734,-94.230123,14917
1387,MN,Stearns County,45.555235,-94.610482,158947
1388,MN,Steele County,44.015261,-93.220453,37349
1389,MN,Stevens County,45.593461,-95.992315,9700
1390,MN,Swift County,45.27581,-95.690124,9749
1391,MN,Todd County,46.066569,-94.900576,25237
1392,MN,Traverse County,45.769935,-96.474832,3286
1393,MN,Wabasha County,44.289634,-92.233454,21509
1394,MN,Wadena County,46.586986,-94.988608,14177
1395,MN,Waseca County,44.01846,-93.589844,19000
1396,MN,Washington County,45.037929,-92.890117,272256
1397,MN,Watonwan County,43.978109,-94.613798,11135
1398,MN,Wilkin County,46.362335,-96.476657,6395
1399,MN,Winona County,43.981353,-91.777044,49630
1400,MN,Wright County,45.175091,-93.966396,144845
1401,MN,Yellow Medicine County,44.715736,-95.862756,9411
1402,MS,Adams County,31.486224,-91.351797,28742
1403,MS,Alcorn County,34.886569,-88.581109,34349
1404,MS,Amite County,31.203933,-90.795542,12637
1405,MS,Attala County,33.090468,-89.588622,17742
1406,MS,Benton County,34.809593,-89.200213,7646
1407,MS,Bolivar County,33.799139,-90.88412,30308
1408,MS,Calhoun County,33.936634,-89.337114,13018
1409,MS,Carroll County,33.440795,-89.918887,9879
1410,MS,Chickasaw County,33.933277,-88.947558,17011
1411,MS,Choctaw County,33.345964,-89.251332,8106
1412,MS,Claiborne County,31.97281,-90.915424,8908
1413,MS,Clarke County,32.045374,-88.687976,15421
1414,MS,Clay County,33.65967,-88.782468,18535
1415,MS,Coahoma County,34.230316,-90.60401,20810
1416,MS,Copiah County,31.866915,-90.448758,27995
1417,MS,Covington County,31.633331,-89.548897,18279
1418,MS,DeSoto County,34.874922,-89.991211,188633
1419,MS,Forrest County,31.18858,-89.259447,77875
1420,MS,Franklin County,31.477773,-90.895457,7676
1421,MS,George County,30.855431,-88.642268,24762
1422,MS,Greene County,31.212845,-88.634811,13630
1423,MS,Grenada County,33.770031,-89.80274,21365
1424,MS,Hancock County,30.391641,-89.482791,46055
1425,MS,Harrison County,30.416536,-89.083376,209396
1426,MS,Hinds County,32.267788,-90.466017,222679
1427,MS,Holmes County,33.125942,-90.091197,16496
1428,MS,Humphreys County,33.130996,-90.523421,7551
1429,MS,Issaquena County,32.755539,-91.003535,1280
1430,MS,Itawamba County,34.281075,-88.363127,23838
1431,MS,Jackson County,30.456005,-88.625101,143987
1432,MS,Jasper County,32.016748,-89.119176,16291
1433,MS,Jefferson County,31.733633,-91.043878,7205
1434,MS,Jefferson Davis County,31.564808,-89.827086,11134
1435,MS,Jones County,31.616601,-89.168532,66744
1436,MS,Kemper County,32.750136,-88.625631,8829
1437,MS,Lafayette County,34.353078,-89.485385,56884
1438,MS,Lamar County,31.197586,-89.506369,65353
1439,MS,Lauderdale County,32.403998,-88.660449,72088
1440,MS,Lawrence County,31.550009,-90.10753,11812
1441,MS,Leake County,32.76063,-89.52225,21196
1442,MS,Lee County,34.29237,-88.682439,82883
1443,MS,Leflore County,33.54979,-90.294934,27557
1444,MS,Lincoln County,31.535216,-90.453566,34943
1445,MS,Lowndes County,33.471424,-88.439723,58150
1446,MS,Madison County,32.63437,-90.03416,109813
1447,MS,Marion County,31.230167,-89.821712,24378
1448,MS,Marshall County,34.76619,-89.504231,33725
1449,MS,Monroe County,33.89003,-88.485038,33883
1450,MS,Montgomery County,33.500714,-89.639625,9729
1451,MS,Neshoba County,32.752518,-89.119274,28993
1452,MS,Newton County,32.40197,-89.118412,21056
1453,MS,Noxubee County,33.106606,-88.566152,10123
1454,MS,Oktibbeha County,33.422313,-88.876151,51842
1455,MS,Panola County,34.365205,-89.963065,32851
1456,MS,Pearl River County,30.774793,-89.586904,56503
1457,MS,Perry County,31.169307,-88.988755,11571
1458,MS,Pike County,31.177516,-90.397725,39973
1459,MS,Pontotoc County,34.227081,-89.037239,31445
1460,MS,Prentiss County,34.620566,-88.522184,24996
1461,MS,Quitman County,34.252833,-90.290171,5935
1462,MS,Rankin County,32.267123,-89.946063,158096
1463,MS,Scott County,32.411959,-89.533486,27598
1464,MS,Sharkey County,32.892395,-90.827613,3663
1465,MS,Simpson County,31.902505,-89.917709,25750
1466,MS,Smith County,32.019029,-89.494876,14191
1467,MS,Stone County,30.790184,-89.112297,18644
1468,MS,Sunflower County,33.605529,-90.59509,25402
1469,MS,Tallahatchie County,33.954529,-90.172243,12366
1470,MS,Tate County,34.649553,-89.943105,28234
1471,MS,Tippah County,34.763618,-88.918819,21635
1472,MS,Tishomingo County,34.738835,-88.234827,18750
1473,MS,Tunica County,34.652201,-90.37177,9696
1474,MS,Union County,34.489533,-89.002339,27953
1475,MS,Walthall County,31.164492,-90.103431,13836
1476,MS,Warren County,32.356095,-90.852384,43579
1477,MS,Washington County,33.273174,-90.944446,43687
1478,MS,Wayne County,31.642503,-88.678214,19709
1479,MS,Webster County,33.612061,-89.283961,9983
1480,MS,Wilkinson County,31.161091,-91.324617,8315
1481,MS,Winston County,33.078724,-89.037391,17596
1482,MS,Yalobusha County,34.030666,-89.703807,12415
1483,MS,Yazoo County,32.765675,-90.387928,26373
1484,MO,Adair County,40.190666,-92.603592,25185
1485,MO,Andrew County,39.988863,-94.803551,18002
1486,MO,Atchison County,40.431846,-95.437555,5234
1487,MO,Audrain County,39.214481,-91.843418,24982
1488,MO,Barry County,36.699376,-93.834334,34712
1489,MO,Barton County,37.500799,-94.344089,11658
1490,MO,Bates County,38.257217,-94.339246,16105
1491,MO,Benton County,38.301036,-93.287942,19908
1492,MO,Bollinger County,37.318427,-90.024645,10556
1493,MO,Boone County,38.989861,-92.310202,185840
1494,MO,Buchanan County,39.660369,-94.808173,83853
1495,MO,Butler County,36.71518,-90.40313,42101
1496,MO,Caldwell County,39.658998,-93.979179,8897
1497,MO,Callaway County,38.835547,-91.923446,44638
1498,MO,Camden County,38.026527,-92.765327,43436
1499,MO,Cape Girardeau County,37.384141,-89.685658,82113
1500,MO,Carroll County,39.427375,-93.500227,8376
1501,MO,Carter County,36.944858,-90.945705,5320
1502,MO,Cass County,38.646474,-94.354547,109638
1503,MO,Cedar County,37.733655,-93.850014,14496
1504,MO,Chariton County,39.517968,-92.96162,7356
1505,MO,Christian County,36.969739,-93.187614,91499
1506,MO,Clark County,40.407275,-91.729472,6736
1507,MO,Clay County,39.315551,-94.421502,255518
1508,MO,Clinton County,39.608723,-94.395803,21287
1509,MO,Cole County,38.503233,-92.280027,77205
1510,MO,Cooper County,38.847093,-92.810069,17115
1511,MO,Crawford County,37.966559,-91.313936,22807
1512,MO,Dade County,37.43235,-93.854878,7599
1513,MO,Dallas County,37.683583,-93.033815,17341
1514,MO,Daviess County,39.962839,-93.970053,8399
1515,MO,DeKalb County,39.894665,-94.40719,11098
1516,MO,Dent County,37.603072,-91.489717,14432
1517,MO,Douglas County,36.946517,-92.515892,11732
1518,MO,Dunklin County,36.153025,-90.062254,27717
1519,MO,Franklin County,38.413003,-91.072832,105231
1520,MO,Gasconade County,38.441183,-91.50578,14791
1521,MO,Gentry County,40.208127,-94.405321,6173
1522,MO,Greene County,37.258196,-93.340641,300865
1523,MO,Grundy County,40.112541,-93.565054,9720
1524,MO,Harrison County,40.34562,-93.992582,8164
1525,MO,Henry County,38.386491,-93.792628,22206
1526,MO,Hickory County,37.93691,-93.322988,8607
1527,MO,Holt County,40.095724,-95.219072,4226
1528,MO,Howard County,39.143365,-92.695926,10168
1529,MO,Howell County,36.774369,-91.887368,39975
1530,MO,Iron County,37.625971,-90.699587,9408
1531,MO,Jackson County,39.005364,-94.343211,716862
1532,MO,Jasper County,37.205197,-94.337259,123155
1533,MO,Jefferson County,38.25763,-90.543681,227771
1534,MO,Johnson County,38.741528,-93.811863,54150
1535,MO,Knox County,40.136856,-92.146835,3808
1536,MO,Laclede County,37.659698,-92.594843,36133
1537,MO,Lafayette County,39.068705,-93.802639,32817
1538,MO,Lawrence County,37.10659,-93.830551,38321
1539,MO,Lewis County,40.084559,-91.728803,10000
1540,MO,Lincoln County,39.062255,-90.962916,61586
1541,MO,Linn County,39.86444,-93.108019,11843
1542,MO,Livingston County,39.778587,-93.548201,14755
1543,MO,McDonald County,36.627955,-94.343716,23383
1544,MO,Macon County,39.829795,-92.56434,15183
1545,MO,Madison County,37.474481,-90.343413,12652
1546,MO,Maries County,38.162615,-91.923601,8406
1547,MO,Marion County,39.807538,-91.635379,28518
1548,MO,Mercer County,40.421413,-93.567631,3488
1549,MO,Miller County,38.21668,-92.429876,24909
1550,MO,Mississippi County,36.826264,-89.295929,12538
1551,MO,Moniteau County,38.633037,-92.583642,15484
1552,MO,Monroe County,39.49827,-92.006458,8712
1553,MO,Montgomery County,38.935184,-91.465427,11415
1554,MO,Morgan County,38.420806,-92.874835,21379
1555,MO,New Madrid County,36.594261,-89.655948,16035
1556,MO,Newton County,36.908371,-94.335034,59386
1557,MO,Nodaway County,40.361136,-94.883146,21160
1558,MO,Oregon County,36.68531,-91.401827,8631
1559,MO,Osage County,38.464253,-91.859504,13379
1560,MO,Ozark County,36.64959,-92.458549,8782
1561,MO,Pemiscot County,36.209916,-89.785942,15236
1562,MO,Perry County,37.71113,-89.802125,18922
1563,MO,Pettis County,38.727367,-93.285207,43188
1564,MO,Phelps County,37.866326,-91.790349,44937
1565,MO,Pike County,39.339959,-91.171607,17761
1566,MO,Platte County,39.37869,-94.761477,108569
1567,MO,Polk County,37.616761,-93.400817,32043
1568,MO,Pulaski County,37.824835,-92.207022,53816
1569,MO,Putnam County,40.478606,-93.014531,4712
1570,MO,Ralls County,39.553455,-91.524787,10361
1571,MO,Randolph County,39.439249,-92.492959,24760
1572,MO,Ray County,39.308401,-93.995746,23008
1573,MO,Reynolds County,37.366464,-90.972282,6087
1574,MO,Ripley County,36.65017,-90.874834,10617
1575,MO,St. Charles County,38.781102,-90.674915,409981
1576,MO,St. Clair County,38.04223,-93.77656,9376
1577,MO,Ste. Genevieve County,37.885845,-90.161531,18588
1578,MO,St. Francois County,37.810707,-90.473868,67541
1579,MO,St. Louis County,38.640688,-90.446073,997187
1580,MO,Saline County,39.13584,-93.204164,23289
1581,MO,Schuyler County,40.469361,-92.519016,4025
1582,MO,Scotland County,40.447686,-92.142824,4693
1583,MO,Scott County,37.047793,-89.568098,37840
1584,MO,Shannon County,37.152498,-91.391328,7106
1585,MO,Shelby County,39.797531,-92.088719,5976
1586,MO,Stoddard County,36.851557,-89.947481,28479
1587,MO,Stone County,36.745822,-93.457842,31548
1588,MO,Sullivan County,40.209587,-93.109783,5934
1589,MO,Taney County,36.649827,-93.042819,56387
1590,MO,Texas County,37.314257,-91.964478,24987
1591,MO,Vernon County,37.850196,-94.341597,19595
1592,MO,Warren County,38.761902,-91.159306,36518
1593,MO,Washington County,37.942611,-90.897018,23502
1594,MO,Wayne County,37.111074,-90.453931,10914
1595,MO,Webster County,37.280804,-92.87608,39735
1596,MO,Worth County,40.480499,-94.419198,1983
1597,MO,Wright County,37.267633,-92.479989,18610
1598,MO,St. Louis city,38.635699,-90.244582,293310
1599,MT,Beaverhead County,45.133863,-112.892869,9524
1600,MT,Big Horn County,45.407868,-107.518162,12957
1601,MT,Blaine County,48.428282,-108.967648,6980
1602,MT,Broadwater County,46.329849,-111.497873,7288
1603,MT,Carbon County,45.224468,-109.028554,10847
1604,MT,Carter County,45.516825,-104.515324,1428
1605,MT,Cascade County,47.316575,-111.350262,84511
1606,MT,Chouteau County,47.886834,-110.4362,5916
1607,MT,Custer County,46.261414,-105.550352,11916
1608,MT,Daniels County,48.794429,-105.541739,1686
1609,MT,Dawson County,47.26613,-104.898271,8904
1610,MT,Deer Lodge County,46.094672,-113.141624,9491
1611,MT,Fallon County,46.318184,-104.405718,3017
1612,MT,Fergus County,47.221816,-109.232956,11617
1613,MT,Flathead County,48.295422,-114.052059,108454
1614,MT,Gallatin County,45.518054,-111.163921,122713
1615,MT,Garfield County,47.267184,-106.995991,1209
1616,MT,Glacier County,48.705671,-112.990502,13785
1617,MT,Golden Valley County,46.380624,-109.174586,831
1618,MT,Granite County,46.395955,-113.427356,3344
1619,MT,Hill County,48.631959,-110.106321,16179
1620,MT,Jefferson County,46.124232,-112.059428,12470
1621,MT,Judith Basin County,47.032558,-110.30532,2044
1622,MT,Lake County,47.642901,-114.083687,32033
1623,MT,Lewis and Clark County,47.132013,-112.373367,72223
