,USPS,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
2160,OK,Harmon County,34.745971,-99.844194,2418
2161,OK,Harper County,36.80035,-99.662805,3180
2162,OK,Haskell County,35.232431,-95.109642,11602
2163,OK,Hughes County,35.052934,-96.251183,13405
2164,OK,Jackson County,34.594006,-99.412235,24777
2165,OK,Jefferson County,34.105082,-97.83889,5438
2166,OK,Johnston County,34.313455,-96.654254,10301
2167,OK,Kay County,36.814885,-97.143862,43732
2168,OK,Kingfisher County,35.949436,-97.934557,15204
2169,OK,Kiowa County,34.921489,-98.981617,8410
2170,OK,Latimer County,34.875137,-95.272262,9427
2171,OK,Le Flore County,34.897356,-94.695074,48476
2172,OK,Lincoln County,35.703117,-96.881392,33829
2173,OK,Logan County,35.914277,-97.450952,50885
2174,OK,Love County,33.957804,-97.245093,10216
2175,OK,McClain County,35.016436,-97.449803,43516
2176,OK,McCurtain County,34.117073,-94.766086,30884
2177,OK,McIntosh County,35.369108,-95.671787,19245
2178,OK,Major County,36.313119,-98.542015,7668
2179,OK,Marshall County,34.027007,-96.770533,15594
2180,OK,Mayes County,36.303804,-95.235638,39159
2181,OK,Murray County,34.485766,-97.071557,13718
2182,OK,Muskogee County,35.617551,-95.383911,66146
2183,OK,Noble County,36.384901,-97.236335,10933
2184,OK,Nowata County,36.789615,-95.613312,9303
2185,OK,Okfuskee County,35.466804,-96.327762,11197
2186,OK,Oklahoma County,35.554611,-97.409401,798575
2187,OK,Okmulgee County,35.6435,-95.965947,36843
2188,OK,Osage County,36.624299,-96.408112,45772
2189,OK,Ottawa County,36.835764,-94.802681,30340
2190,OK,Pawnee County,36.313704,-96.696669,15741
2191,OK,Payne County,36.079225,-96.975255,81989
2192,OK,Pittsburg County,34.92554,-95.74813,43633
2193,OK,Pontotoc County,34.721415,-96.69178,38163
2194,OK,Pottawatomie County,35.211391,-96.957004,73019
2195,OK,Pushmataha County,34.377899,-95.408082,10815
2196,OK,Roger Mills County,35.708554,-99.741572,3386
2197,OK,Rogers County,36.377794,-95.601383,96695
2198,OK,Seminole County,35.158366,-96.602857,23567
2199,OK,Sequoyah County,35.502435,-94.750757,39508
2200,OK,Stephens County,34.481361,-97.855607,43129
2201,OK,Texas County,36.746317,-101.483855,20865
2202,OK,Tillman County,34.371085,-98.931701,7076
2203,OK,Tulsa County,36.120318,-95.941813,672858
2204,OK,Wagoner County,35.963388,-95.514201,84050
2205,OK,Washington County,36.704403,-95.906253,52772
2206,OK,Washita County,35.289497,-98.991436,10915
2207,OK,Woods County,36.726984,-98.863649,8583
2208,OK,Woodward County,36.425619,-99.273661,20205
2209,OR,Baker County,44.703427,-117.691933,16847
2210,OR,Benton County,44.493882,-123.424664,96017
2211,OR,Clackamas County,45.160493,-122.195127,422537
2212,OR,Clatsop County,46.024509,-123.705037,41810
2213,OR,Columbia County,45.941932,-123.081079,53074
2214,OR,Coos County,43.18591,-124.094133,64999
2215,OR,Crook County,44.163054,-120.371585,25739
2216,OR,Curry County,42.466439,-124.210929,23683
2217,OR,Deschutes County,43.915118,-121.225575,204801
2218,OR,Douglas County,43.286328,-123.154476,111978
2219,OR,Gilliam County,45.382955,-120.276246,2005
2220,OR,Grant County,44.496326,-119.014057,7272
2221,OR,Harney County,43.064449,-118.987169,7575
2222,OR,Hood River County,45.511775,-121.655976,24057
2223,OR,Jackson County,42.411621,-122.675611,223734
2224,OR,Jefferson County,44.645151,-121.178632,25068
2225,OR,Josephine County,42.386983,-123.57162,88346
2226,OR,Klamath County,42.683761,-121.646168,70164
2227,OR,Lake County,42.788401,-120.38979,8276
2228,OR,Lane County,43.928334,-122.897581,383189
2229,OR,Lincoln County,44.641061,-123.911212,50862
2230,OR,Linn County,44.488898,-122.537208,129839
2231,OR,Malheur County,43.188625,-117.603191,31693
2232,OR,Marion County,44.900898,-122.57626,347119
2233,OR,Morrow County,45.425496,-119.602311,12303
2234,OR,Multnomah County,45.547711,-122.417363,803377
2235,OR,Polk County,44.900372,-123.39864,89164
2236,OR,Sherman County,45.399216,-120.678512,1907
2237,OR,Tillamook County,45.45589,-123.759299,27748
2238,OR,Umatilla County,45.5912,-118.73388,79988
2239,OR,Union County,45.304081,-117.999149,26212
2240,OR,Wallowa County,45.593753,-117.18558,7545
2241,OR,Wasco County,45.164536,-121.165069,26726
2242,OR,Washington County,45.553542,-123.097615,600811
2243,OR,Wheeler County,44.736415,-120.026861,1451
2244,OR,Yamhill County,45.247827,-123.316399,108239
2245,PA,Adams County,39.869471,-77.21773,104127
2246,PA,Allegheny County,40.469757,-79.980451,1238090
2247,PA,Armstrong County,40.81238,-79.464129,65093
2248,PA,Beaver County,40.68414,-80.350721,166624
2249,PA,Bedford County,39.998634,-78.494747,47461
2250,PA,Berks County,40.413957,-75.92686,429342
2251,PA,Blair County,40.498683,-78.309597,121767
2252,PA,Bradford County,41.791504,-76.502123,59892
2253,PA,Bucks County,40.336887,-75.10706,646098
2254,PA,Butler County,40.913847,-79.918978,194273
2255,PA,Cambria County,40.510227,-78.710477,132167
2256,PA,Cameron County,41.438291,-78.198323,4459
2257,PA,Carbon County,40.918367,-75.705039,65412
2258,PA,Centre County,40.909128,-77.847877,157527
2259,PA,Chester County,39.974029,-75.749751,538649
2260,PA,Clarion County,41.198159,-79.420369,37156
2261,PA,Clearfield County,41.006862,-78.477724,80082
2262,PA,Clinton County,41.239508,-77.629009,37465
2263,PA,Columbia County,41.045517,-76.40426,64872
2264,PA,Crawford County,41.687876,-80.107795,83351
2265,PA,Cumberland County,40.164805,-77.263442,262919
2266,PA,Dauphin County,40.412565,-76.792634,287400
2267,PA,Delaware County,39.916685,-75.398818,573849
2268,PA,Elk County,41.427332,-78.653937,30783
2269,PA,Erie County,42.117952,-80.096386,269011
2270,PA,Fayette County,39.918907,-79.640119,126931
2271,PA,Forest County,41.513304,-79.249705,7032
2272,PA,Franklin County,39.926772,-77.724521,156289
2273,PA,Fulton County,39.91075,-78.122617,14523
2274,PA,Greene County,39.847707,-80.225655,35369
2275,PA,Huntingdon County,40.422311,-77.968595,43889
2276,PA,Indiana County,40.651432,-79.087545,82886
2277,PA,Jefferson County,41.138028,-79.012419,44114
2278,PA,Juniata County,40.530673,-77.400438,23297
2279,PA,Lackawanna County,41.440284,-75.609666,215663
2280,PA,Lancaster County,40.041992,-76.250198,553652
2281,PA,Lawrence County,40.992735,-80.334446,85497
2282,PA,Lebanon County,40.371448,-76.464819,143493
2283,PA,Lehigh County,40.614241,-75.590627,375539
2284,PA,Luzerne County,41.173078,-75.976053,326053
2285,PA,Lycoming County,41.343882,-77.055262,113605
2286,PA,McKean County,41.81459,-78.572463,39941
2287,PA,Mercer County,41.300014,-80.252786,109972
2288,PA,Mifflin County,40.601615,-77.651832,46136
2289,PA,Monroe County,41.05624,-75.329065,169273
2290,PA,Montgomery County,40.209999,-75.370201,860578
2291,PA,Montour County,41.029284,-76.665225,18087
2292,PA,Northampton County,40.752791,-75.307447,313628
2293,PA,Northumberland County,40.851524,-76.709877,91266
2294,PA,Perry County,40.39778,-77.266328,45986
2295,PA,Philadelphia County,40.009376,-75.133346,1576251
2296,PA,Pike County,41.325949,-75.031514,59952
2297,PA,Potter County,41.748587,-77.894436,16259
2298,PA,Schuylkill County,40.703682,-76.217788,143264
2299,PA,Snyder County,40.755407,-77.072929,39621
2300,PA,Somerset County,39.981297,-79.028486,73627
2301,PA,Sullivan County,41.439285,-76.511717,5868
2302,PA,Susquehanna County,41.819665,-75.800969,38389
2303,PA,Tioga County,41.766859,-77.257288,40929
2304,PA,Union County,40.962179,-77.055475,42568
2305,PA,Venango County,41.400714,-79.765813,49938
2306,PA,Warren County,41.834298,-79.298182,38134
2307,PA,Washington County,40.200005,-80.252132,209470
2308,PA,Wayne County,41.646602,-75.292493,51431
2309,PA,Westmoreland County,40.311068,-79.466688,353057
2310,PA,Wyoming County,41.525173,-76.008731,26034
2311,PA,York County,39.921751,-76.728889,458696
2312,RI,Bristol County,41.70684,-71.286687,50818
2313,RI,Kent County,41.675118,-71.580282,170715
2314,RI,Newport County,41.501045,-71.283063,85264
2315,RI,Providence County,41.869768,-71.578625,658221
2316,RI,Washington County,41.396792,-71.620282,130592
2317,SC,Abbeville County,34.229041,-82.454058,24299
2318,SC,Aiken County,33.550013,-81.632983,170776
2319,SC,Allendale County,32.979757,-81.363265,7858
2320,SC,Anderson County,34.521235,-82.638603,206908
2321,SC,Bamberg County,33.203021,-81.053161,13189
2322,SC,Barnwell County,33.260552,-81.434228,20580
2323,SC,Beaufort County,32.358112,-80.689422,191748
2324,SC,Berkeley County,33.2077,-79.953655,236701
2325,SC,Calhoun County,33.67478,-80.780347,14165
2326,SC,Charleston County,32.800458,-79.94248,413024
2327,SC,Cherokee County,35.049796,-81.607647,56052
2328,SC,Chester County,34.689342,-81.161249,32209
2329,SC,Chesterfield County,34.637018,-80.159227,43268
2330,SC,Clarendon County,33.664682,-80.217889,31024
2331,SC,Colleton County,32.835018,-80.655244,38462
2332,SC,Darlington County,34.332185,-79.962115,62755
2333,SC,Dillon County,34.390172,-79.374964,28087
2334,SC,Dorchester County,33.082186,-80.404697,163327
2335,SC,Edgefield County,33.776498,-81.968245,26153
2336,SC,Fairfield County,34.395669,-81.127001,20690
2337,SC,Florence County,34.028535,-79.710233,136504
2338,SC,Georgetown County,33.417531,-79.296333,63921
2339,SC,Greenville County,34.892645,-82.372077,533834
2340,SC,Greenwood County,34.155796,-82.127876,69241
2341,SC,Hampton County,32.778334,-81.143822,18180
2342,SC,Horry County,33.909269,-78.976675,365579
2343,SC,Jasper County,32.43059,-81.021627,30324
2344,SC,Kershaw County,34.338356,-80.590885,66130
2345,SC,Lancaster County,34.686818,-80.703688,100336
2346,SC,Laurens County,34.483676,-82.005498,67803
2347,SC,Lee County,34.15864,-80.251209,16280
2348,SC,Lexington County,33.899246,-81.266118,300137
2349,SC,McCormick County,33.897599,-82.316196,9760
2350,SC,Marion County,34.08362,-79.354001,28784
2351,SC,Marlboro County,34.60167,-79.679435,26382
2352,SC,Newberry County,34.289881,-81.599676,37996
2353,SC,Oconee County,34.748766,-83.06154,79203
2354,SC,Orangeburg County,33.436135,-80.802913,82962
2355,SC,Pickens County,34.885368,-82.723377,132229
2356,SC,Richland County,34.029095,-80.898037,418307
2357,SC,Saluda County,34.005278,-81.727903,18821
2358,SC,Spartanburg County,34.932014,-81.991624,335864
2359,SC,Sumter County,33.91614,-80.382376,104758
2360,SC,Union County,34.690397,-81.615896,27016
2361,SC,Williamsburg County,33.626462,-79.716474,30484
2362,SC,York County,34.970188,-81.183187,288595
2363,SD,Aurora County,43.724719,-98.577587,2748
2364,SD,Beadle County,44.418265,-98.279422,19121
2365,SD,Bennett County,43.186912,-101.677181,3406
2366,SD,Bon Homme County,42.985799,-97.884199,7014
2367,SD,Brookings County,44.376675,-96.797797,34639
2368,SD,Brown County,45.589254,-98.352175,38101
2369,SD,Brule County,43.729873,-99.092909,5242
2370,SD,Buffalo County,44.044306,-99.203998,1923
2371,SD,Butte County,44.896226,-103.501436,10456
2372,SD,Campbell County,45.785575,-100.002107,1380
2373,SD,Charles Mix County,43.206185,-98.595143,9163
2374,SD,Clark County,44.855211,-97.724912,3855
2375,SD,Clay County,42.91615,-96.980468,15150
2376,SD,Codington County,44.966285,-97.198837,28427
2377,SD,Corson County,45.685671,-101.179665,3872
2378,SD,Custer County,43.684943,-103.46225,8609
2379,SD,Davison County,43.680439,-98.155868,19878
2380,SD,Day County,45.355161,-97.58143,5414
2381,SD,Deuel County,44.75629,-96.690239,4272
2382,SD,Dewey County,45.148049,-100.837953,5246
2383,SD,Douglas County,43.391506,-98.358433,2821
2384,SD,Edmunds County,45.41168,-99.205362,4033
2385,SD,Fall River County,43.221619,-103.512609,7202
2386,SD,Faulk County,45.065476,-99.153564,2137
2387,SD,Grant County,45.172637,-96.772261,7519
2388,SD,Gregory County,43.175142,-99.206591,3977
2389,SD,Haakon County,44.288097,-101.540856,1835
2390,SD,Hamlin County,44.680619,-97.178598,6255
2391,SD,Hand County,44.546713,-99.004575,3095
2392,SD,Hanson County,43.680612,-97.796845,3505
2393,SD,Harding County,45.596611,-103.473871,1327
2394,SD,Hughes County,44.384452,-99.975684,17694
2395,SD,Hutchinson County,43.33671,-97.749383,7411
2396,SD,Hyde County,44.537174,-99.472736,1236
2397,SD,Jackson County,43.677506,-101.626323,2878
2398,SD,Jerauld County,44.06341,-98.62317,1636
2399,SD,Jones County,43.951991,-100.686138,879
2400,SD,Kingsbury County,44.362969,-97.499313,5192
2401,SD,Lake County,44.02845,-97.123223,10851
2402,SD,Lawrence County,44.348514,-103.806362,26165
2403,SD,Lincoln County,43.27942,-96.722286,67870
2404,SD,Lyman County,43.894812,-99.841925,3764
2405,SD,McCook County,43.680416,-97.358048,5695
2406,SD,McPherson County,45.784249,-99.211421,2420
2407,SD,Marshall County,45.737044,-97.58087,4304
2408,SD,Meade County,44.605282,-102.714169,30173
2409,SD,Mellette County,43.58469,-100.760955,1908
2410,SD,Miner County,44.021541,-97.608122,2314
2411,SD,Minnehaha County,43.667472,-96.795726,199685
2412,SD,Moody County,44.012429,-96.676054,6315
2413,SD,Oglala Lakota County,43.333393,-102.561486,13586
2414,SD,Pennington County,44.002349,-102.823801,111806
2415,SD,Perkins County,45.483387,-102.467995,2819
2416,SD,Potter County,45.052713,-99.962003,2475
2417,SD,Roberts County,45.623397,-96.947551,10163
2418,SD,Sanborn County,44.018942,-98.091709,2378
2419,SD,Spink County,44.923772,-98.339615,6269
2420,SD,Stanley County,44.413984,-100.747822,3032
2421,SD,Sully County,44.722325,-100.131399,1476
2422,SD,Todd County,43.208794,-100.707664,9286
2423,SD,Tripp County,43.349729,-99.876219,5569
2424,SD,Turner County,43.30867,-97.150185,8708
2425,SD,Union County,42.831106,-96.650829,16872
2426,SD,Walworth County,45.427605,-100.027856,5248
2427,SD,Yankton County,43.006603,-97.388361,23297
2428,SD,Ziebach County,44.989764,-101.660827,2380
2429,TN,Anderson County,36.116731,-84.195418,77576
2430,TN,Bedford County,35.51366,-86.458294,51119
2431,TN,Benton County,36.070948,-88.071232,15872
2432,TN,Bledsoe County,35.593561,-85.20591,15234
2433,TN,Blount County,35.688185,-83.922973,137605
2434,TN,Bradley County,35.153914,-84.859414,110162
2435,TN,Campbell County,36.401592,-84.159249,39578
2436,TN,Cannon County,35.808394,-86.062404,14553
2437,TN,Carroll County,35.965748,-88.452379,28432
2438,TN,Carter County,36.284744,-82.126593,56134
2439,TN,Cheatham County,36.255169,-87.100808,41523
2440,TN,Chester County,35.420253,-88.611353,17504
2441,TN,Claiborne County,36.501572,-83.660698,32267
2442,TN,Clay County,36.545749,-85.545717,7555
2443,TN,Cocke County,35.916198,-83.119224,36418
2444,TN,Coffee County,35.488765,-86.078202,59032
2445,TN,Crockett County,35.818795,-89.132494,13979
2446,TN,Cumberland County,35.952398,-84.994761,62451
2447,TN,Davidson County,36.169129,-86.78479,703953
2448,TN,Decatur County,35.603136,-88.110292,11391
2449,TN,DeKalb County,35.982219,-85.833596,20478
2450,TN,Dickson County,36.145533,-87.364155,55292
2451,TN,Dyer County,36.054196,-89.398306,36615
2452,TN,Fayette County,35.196993,-89.413803,42832
2453,TN,Fentress County,36.369892,-84.937764,18850
2454,TN,Franklin County,35.155926,-86.099203,43215
2455,TN,Gibson County,35.991632,-88.933812,50541
2456,TN,Giles County,35.202723,-87.035319,30542
2457,TN,Grainger County,36.277509,-83.509546,23763
2458,TN,Greene County,36.179487,-82.847523,70621
2459,TN,Grundy County,35.393386,-85.710379,13622
2460,TN,Hamblen County,36.218397,-83.266071,64468
2461,TN,Hamilton County,35.163472,-85.201843,369135
2462,TN,Hancock County,36.521353,-83.227493,6787
2463,TN,Hardeman County,35.218785,-88.988697,25426
2464,TN,Hardin County,35.201893,-88.185696,26892
2465,TN,Hawkins County,36.452089,-82.931485,57288
2466,TN,Haywood County,35.586678,-89.282691,17694
2467,TN,Henderson County,35.653994,-88.387674,27953
2468,TN,Henry County,36.325295,-88.300288,32239
2469,TN,Hickman County,35.802327,-87.467116,25307
2470,TN,Houston County,36.285782,-87.705598,8317
2471,TN,Humphreys County,36.040822,-87.790453,19211
2472,TN,Jackson County,36.35425,-85.674128,11750
2473,TN,Jefferson County,36.048338,-83.441143,55624
2474,TN,Johnson County,36.453203,-81.861247,18170
2475,TN,Knox County,35.992726,-83.937721,486677
2476,TN,Lake County,36.333905,-89.485536,7128
2477,TN,Lauderdale County,35.762951,-89.627732,25108
2478,TN,Lawrence County,35.220476,-87.396546,44828
2479,TN,Lewis County,35.523244,-87.496983,12857
2480,TN,Lincoln County,35.142784,-86.593403,35433
2481,TN,Loudon County,35.735085,-84.314085,56690
2482,TN,McMinn County,35.424472,-84.619949,54059
2483,TN,McNairy County,35.175375,-88.56374,25860
2484,TN,Macon County,36.537757,-86.00096,25699
2485,TN,Madison County,35.606056,-88.833424,98775
2486,TN,Marion County,35.133422,-85.618399,28877
2487,TN,Marshall County,35.468343,-86.765865,34984
2488,TN,Maury County,35.615696,-87.077763,104760
2489,TN,Meigs County,35.512203,-84.816102,13049
2490,TN,Monroe County,35.447818,-84.249705,46698
2491,TN,Montgomery County,36.500354,-87.380887,227900
2492,TN,Moore County,35.288888,-86.358684,6644
2493,TN,Morgan County,36.138697,-84.639262,21254
2494,TN,Obion County,36.361892,-89.148078,30466
2495,TN,Overton County,36.34485,-85.283076,22839
2496,TN,Perry County,35.663752,-87.869326,8472
2497,TN,Pickett County,36.559364,-85.075741,5079
2498,TN,Polk County,35.109437,-84.541112,17776
2499,TN,Putnam County,36.14094,-85.49618,81188
2500,TN,Rhea County,35.60059,-84.949548,33136
2501,TN,Roane County,35.84725,-84.523929,53992
2502,TN,Robertson County,36.527509,-86.869354,74098
2503,TN,Rutherford County,35.843369,-86.417213,352182
2504,TN,Scott County,36.435234,-84.50352,21917
2505,TN,Sequatchie County,35.372336,-85.410082,16396
2506,TN,Sevier County,35.787822,-83.5249,99517
2507,TN,Shelby County,35.184553,-89.894612,924454
2508,TN,Smith County,36.256645,-85.941915,20172
2509,TN,Stewart County,36.458464,-87.811889,13855
2510,TN,Sullivan County,36.509681,-82.301336,159265
2511,TN,Sumner County,36.472423,-86.458405,200557
2512,TN,Tipton County,35.498763,-89.747145,61004
2513,TN,Trousdale County,36.39303,-86.156691,12035
2514,TN,Unicoi County,36.100129,-82.418218,17698
2515,TN,Union County,36.28414,-83.836088,20040
2516,TN,Van Buren County,35.699234,-85.458409,6324
2517,TN,Warren County,35.67825,-85.777343,41523
2518,TN,Washington County,36.295665,-82.495037,134236
2519,TN,Wayne County,35.242847,-87.819843,16409
2520,TN,Weakley County,36.303596,-88.721194,33036
2521,TN,White County,35.927049,-85.455785,27650
2522,TN,Williamson County,35.894807,-86.898068,255735
2523,TN,Wilson County,36.149527,-86.291242,151917
2524,TX,Anderson County,31.841261,-95.661727,58402
2525,TX,Andrews County,32.312258,-102.640206,18440
2526,TX,Angelina County,31.251896,-94.611134,86506
2527,TX,Aransas County,28.122621,-96.967501,24510
2528,TX,Archer County,33.616305,-98.687267,8681
2529,TX,Armstrong County,34.964179,-101.356636,1839
2530,TX,Atascosa County,28.891478,-98.535381,49939
2531,TX,Austin County,29.891901,-96.27017,30380
2532,TX,Bailey County,34.067521,-102.830345,6835
2533,TX,Bandera County,29.756389,-99.248285,21565
2534,TX,Bastrop County,30.100772,-97.310639,102058
2535,TX,Baylor County,33.618802,-99.208189,3477
2536,TX,Bee County,28.416077,-97.742586,30924
2537,TX,Bell County,31.04275,-97.481268,379617
2538,TX,Bexar County,29.448671,-98.520147,2028236
2539,TX,Blanco County,30.266456,-98.399217,11886
2540,TX,Borden County,32.73859,-101.439199,617
2541,TX,Bosque County,31.900819,-97.637641,18503
2542,TX,Bowie County,33.446065,-94.422393,92581
2543,TX,Brazoria County,29.167817,-95.434647,379689
2544,TX,Brazos County,30.656713,-96.302394,237032
2545,TX,Brewster County,29.808997,-103.252458,9450
2546,TX,Briscoe County,34.525172,-101.205893,1403
2547,TX,Brooks County,27.034994,-98.215276,6994
2548,TX,Brown County,31.764137,-98.998456,38192
2549,TX,Burleson County,30.493487,-96.622091,18051
2550,TX,Burnet County,30.78963,-98.201187,50954
2551,TX,Caldwell County,29.832399,-97.628141,46791
2552,TX,Calhoun County,28.441719,-96.579574,19727
2553,TX,Callahan County,32.29315,-99.372249,14115
2554,TX,Cameron County,26.102923,-97.478958,423029
2555,TX,Camp County,32.974581,-94.979085,12616
2556,TX,Carson County,35.405496,-101.355356,5746
2557,TX,Cass County,33.083698,-94.357579,28560
2558,TX,Castro County,34.533621,-102.258786,7374
2559,TX,Chambers County,29.696374,-94.669445,48865
2560,TX,Cherokee County,31.843881,-95.156343,51097
2561,TX,Childress County,34.524624,-100.208166,6736
2562,TX,Clay County,33.785904,-98.212917,10263
2563,TX,Cochran County,33.60844,-102.830449,2516
2564,TX,Coke County,31.87711,-100.635231,3321
2565,TX,Coleman County,31.914205,-99.346622,7735
2566,TX,Collin County,33.194494,-96.579428,1109462
2567,TX,Collingsworth County,34.963358,-100.272135,2615
2568,TX,Colorado County,29.596296,-96.508935,20630
2569,TX,Comal County,29.812377,-98.258129,174986
2570,TX,Comanche County,31.951645,-98.549617,13775
2571,TX,Concho County,31.318883,-99.863649,3341
2572,TX,Cooke County,33.639196,-97.210343,42244
2573,TX,Coryell County,31.391177,-97.798022,84232
2574,TX,Cottle County,34.091906,-100.276442,1381
2575,TX,Crane County,31.422796,-102.487774,4680
2576,TX,Crockett County,30.717532,-101.404211,3068
2577,TX,Crosby County,33.609144,-101.29871,5106
2578,TX,Culberson County,31.445908,-104.526945,2193
2579,TX,Dallam County,36.28637,-102.59402,7172
2580,TX,Dallas County,32.766987,-96.778424,2586050
2581,TX,Dawson County,32.742528,-101.948771,12413
2582,TX,Deaf Smith County,34.940766,-102.607564,18329
2583,TX,Delta County,33.385933,-95.67335,5392
2584,TX,Denton County,33.205132,-97.12114,941647
2585,TX,DeWitt County,29.082346,-97.361654,19918
2586,TX,Dickens County,33.615363,-100.787617,1740
2587,TX,Dimmit County,28.423587,-99.765871,8473
2588,TX,Donley County,34.955036,-100.815846,3268
2589,TX,Duval County,27.681123,-98.497393,9756
2590,TX,Eastland County,32.324645,-98.83656,17864
2591,TX,Ector County,31.865301,-102.542507,161091
2592,TX,Edwards County,29.985933,-100.3074,1438
2593,TX,Ellis County,32.346878,-96.79694,202678
2594,TX,El Paso County,31.76648,-106.241423,867947
2595,TX,Erath County,32.236661,-98.220507,43378
2596,TX,Falls County,31.25193,-96.934127,17313
2597,TX,Fannin County,33.591161,-96.104988,36569
2598,TX,Fayette County,29.877886,-96.921231,24687
2599,TX,Fisher County,32.740473,-100.40312,3706
2600,TX,Floyd County,34.07373,-101.303274,5350
2601,TX,Foard County,33.963306,-99.816828,1080
2602,TX,Fort Bend County,29.526602,-95.771015,858527
2603,TX,Franklin County,33.175846,-95.219066,10464
2604,TX,Freestone County,31.701749,-96.144957,19774
2605,TX,Frio County,28.869383,-99.109005,18436
2606,TX,Gaines County,32.743942,-102.631561,21895
2607,TX,Galveston County,29.233453,-94.888456,355062
2608,TX,Garza County,33.183792,-101.301134,5863
2609,TX,Gillespie County,30.325093,-98.94185,27297
2610,TX,Glasscock County,31.868006,-101.521494,1149
2611,TX,Goliad County,28.6607,-97.430415,7163
2612,TX,Gonzales County,29.461912,-97.49192,19641
2613,TX,Gray County,35.402542,-100.812374,21030
2614,TX,Grayson County,33.624524,-96.675693,139336
2615,TX,Gregg County,32.486401,-94.816277,124201
2616,TX,Grimes County,30.543231,-95.988082,30287
2617,TX,Guadalupe County,29.582671,-97.948995,177036
2618,TX,Hale County,34.068436,-101.822888,32220
2619,TX,Hall County,34.453189,-100.576343,2845
2620,TX,Hamilton County,31.707342,-98.111756,8229
2621,TX,Hansford County,36.272847,-101.35693,5159
2622,TX,Hardeman County,34.289904,-99.745697,3552
2623,TX,Hardin County,30.329648,-94.393178,56973
2624,TX,Harris County,29.857273,-95.393037,4728030
2625,TX,Harrison County,32.547991,-94.374434,69150
2626,TX,Hartley County,35.840244,-102.610047,5397
2627,TX,Haskell County,33.175964,-99.730774,5411
2628,TX,Hays County,30.061225,-98.029267,255397
2629,TX,Hemphill County,35.815956,-100.27921,3271
2630,TX,Henderson County,32.211633,-95.853418,83667
2631,TX,Hidalgo County,26.396384,-98.18099,880356
2632,TX,Hill County,31.982681,-97.130668,36471
2633,TX,Hockley County,33.605932,-102.343398,21363
2634,TX,Hood County,32.430149,-97.831677,64222
2635,TX,Hopkins County,33.148967,-95.565434,37211
2636,TX,Houston County,31.323036,-95.4216,22241
2637,TX,Howard County,32.30343,-101.438721,34128
2638,TX,Hudspeth County,31.450868,-105.377549,3287
2639,TX,Hunt County,33.123308,-96.08423,103394
2640,TX,Hutchinson County,35.837047,-101.362746,20495
2641,TX,Irion County,31.303424,-100.981304,1552
2642,TX,Jack County,33.23216,-98.171177,8712
2643,TX,Jackson County,28.959802,-96.58908,15121
2644,TX,Jasper County,30.752932,-94.022294,32975
2645,TX,Jeff Davis County,30.625357,-104.191873,1949
2646,TX,Jefferson County,29.854,-94.149331,253704
2647,TX,Jim Hogg County,27.053231,-98.747572,4801
2648,TX,Jim Wells County,27.733516,-98.090814,38847
2649,TX,Johnson County,32.379821,-97.364959,187280
2650,TX,Jones County,32.743709,-99.87443,19873
2651,TX,Karnes County,28.908996,-97.852205,14754
2652,TX,Kaufman County,32.598944,-96.288377,157768
2653,TX,Kendall County,29.943525,-98.709269,46788
2654,TX,Kenedy County,26.890213,-97.591143,340
2655,TX,Kent County,33.18478,-100.76972,749
2656,TX,Kerr County,30.059953,-99.353339,53161
2657,TX,Kimble County,30.479472,-99.746396,4365
2658,TX,King County,33.614268,-100.245345,258
2659,TX,Kinney County,29.347086,-100.4177,3130
2660,TX,Kleberg County,27.438735,-97.66062,30635
2661,TX,Knox County,33.61189,-99.730356,3351
2662,TX,Lamar County,33.667263,-95.570348,50098
2663,TX,Lamb County,34.068861,-102.348018,12898
2664,TX,Lampasas County,31.196731,-98.240889,22252
2665,TX,La Salle County,28.351098,-99.096774,6670
2666,TX,Lavaca County,29.382578,-96.923633,20544
2667,TX,Lee County,30.321498,-96.976823,17706
2668,TX,Leon County,31.300493,-95.995622,15959
2669,TX,Liberty County,30.158508,-94.844061,97621
2670,TX,Limestone County,31.547543,-96.593623,22119
2671,TX,Lipscomb County,36.2802,-100.272683,2931
2672,TX,Live Oak County,28.351535,-98.126961,11377
2673,TX,Llano County,30.707584,-98.68469,21978
2674,TX,Loving County,31.844936,-103.561229,57
2675,TX,Lubbock County,33.611469,-101.819944,314451
2676,TX,Lynn County,33.178412,-101.818493,5688
2677,TX,McCulloch County,31.205477,-99.359856,7533
2678,TX,McLennan County,31.549596,-97.201511,263115
2679,TX,McMullen County,28.384922,-98.578853,608
2680,TX,Madison County,30.966878,-95.930372,13718
2681,TX,Marion County,32.798182,-94.356853,9645
2682,TX,Martin County,32.30983,-101.961836,5211
2683,TX,Mason County,30.703916,-99.237302,3943
2684,TX,Matagorda County,28.77476,-96.001532,36344
2685,TX,Maverick County,28.729787,-100.316678,58056
2686,TX,Medina County,29.353661,-99.111085,51981
2687,TX,Menard County,30.885268,-99.858861,1982
2688,TX,Midland County,31.814269,-102.002454,167969
2689,TX,Milam County,30.791242,-96.984395,25106
2690,TX,Mills County,31.494888,-98.594623,4480
2691,TX,Mitchell County,32.304117,-100.924392,9070
2692,TX,Montague County,33.678356,-97.725014,20409
2693,TX,Montgomery County,30.298801,-95.50295,648886
2694,TX,Moore County,35.835676,-101.890502,21118
2695,TX,Morris County,33.116466,-94.731265,12030
